Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
DRD370CQ	DR1TOT_L	DRD370CQ						
DRD370D	DR1TOT_L	DRD370D						
DRD370DQ	DR1TOT_L	DRD370DQ						
DRD370E	DR1TOT_L	DRD370E						
DRD370EQ	DR1TOT_L	DRD370EQ						
DRD370F	DR1TOT_L	DRD370F						
DRD370FQ	DR1TOT_L	DRD370FQ						
DRD370G	DR1TOT_L	DRD370G						
DRD370GQ	DR1TOT_L	DRD370GQ						
DRD370H	DR1TOT_L	DRD370H						
DRD370HQ	DR1TOT_L	DRD370HQ						
DRD370I	DR1TOT_L	DRD370I						
DRD370IQ	DR1TOT_L	DRD370IQ						
DRD370J	DR1TOT_L	DRD370J						
DRD370JQ	DR1TOT_L	DRD370JQ						
DRD370K	DR1TOT_L	DRD370K						
DRD370KQ	DR1TOT_L	DRD370KQ						
DRD370L	DR1TOT_L	DRD370L						
DRD370LQ	DR1TOT_L	DRD370LQ						
DRD370M	DR1TOT_L	DRD370M						
DRD370MQ	DR1TOT_L	DRD370MQ						
DRD370N	DR1TOT_L	DRD370N						
DRD370NQ	DR1TOT_L	DRD370NQ						
DRD370O	DR1TOT_L	DRD370O						
DRD370OQ	DR1TOT_L	DRD370OQ						
DRD370P	DR1TOT_L	DRD370P						
DRD370PQ	DR1TOT_L	DRD370PQ						
DRD370Q	DR1TOT_L	DRD370Q						
DRD370QQ	DR1TOT_L	DRD370QQ						
DRD370R	DR1TOT_L	DRD370R						
DRD370RQ	DR1TOT_L	DRD370RQ						
DRD370S	DR1TOT_L	DRD370S						
DRD370SQ	DR1TOT_L	DRD370SQ						
DRD370T	DR1TOT_L	DRD370T						
DRD370TQ	DR1TOT_L	DRD370TQ						
DRD370U	DR1TOT_L	DRD370U						
DRD370UQ	DR1TOT_L	DRD370UQ						
DRD370V	DR1TOT_L	DRD370V						
SEQN	DR2TOT_L	SEQN						
WTDRD1	DR2TOT_L	WTDRD1						
WTDR2D	DR2TOT_L	WTDR2D						
DR2DRSTZ	DR2TOT_L	DR2DRSTZ						
DR2EXMER	DR2TOT_L	DR2EXMER						
DRABF	DR2TOT_L	DRABF						
DRDINT	DR2TOT_L	DRDINT						
DR2DBIH	DR2TOT_L	DR2DBIH						
DR2DAY	DR2TOT_L	DR2DAY						
DR2LANG	DR2TOT_L	DR2LANG						
DR2MRESP	DR2TOT_L	DR2MRESP						
DR2HELP	DR2TOT_L	DR2HELP						
DR2TNUMF	DR2TOT_L	DR2TNUMF						
DR2STY	DR2TOT_L	DR2STY						
DR2SKY	DR2TOT_L	DR2SKY						
DR2TKCAL	DR2TOT_L	DR2TKCAL						
DR2TPROT	DR2TOT_L	DR2TPROT						
DR2TCARB	DR2TOT_L	DR2TCARB						
DR2TSUGR	DR2TOT_L	DR2TSUGR						
DR2TFIBE	DR2TOT_L	DR2TFIBE						
DR2TTFAT	DR2TOT_L	DR2TTFAT						
DR2TSFAT	DR2TOT_L	DR2TSFAT						
DR2TMFAT	DR2TOT_L	DR2TMFAT						
DR2TPFAT	DR2TOT_L	DR2TPFAT						
DR2TCHOL	DR2TOT_L	DR2TCHOL						
DR2TATOC	DR2TOT_L	DR2TATOC						
DR2TATOA	DR2TOT_L	DR2TATOA						
DR2TRET	DR2TOT_L	DR2TRET						
DR2TVARA	DR2TOT_L	DR2TVARA						
DR2TACAR	DR2TOT_L	DR2TACAR						
DR2TBCAR	DR2TOT_L	DR2TBCAR						
DR2TCRYP	DR2TOT_L	DR2TCRYP						
DR2TLYCO	DR2TOT_L	DR2TLYCO						
DR2TLZ	DR2TOT_L	DR2TLZ						
DR2TVB1	DR2TOT_L	DR2TVB1						
DR2TVB2	DR2TOT_L	DR2TVB2						
DR2TNIAC	DR2TOT_L	DR2TNIAC						
DR2TVB6	DR2TOT_L	DR2TVB6						
DR2TFOLA	DR2TOT_L	DR2TFOLA						
DR2TFA	DR2TOT_L	DR2TFA						
DR2TFF	DR2TOT_L	DR2TFF						
DR2TFDFE	DR2TOT_L	DR2TFDFE						
DR2TCHL	DR2TOT_L	DR2TCHL						
DR2TVB12	DR2TOT_L	DR2TVB12						
DR2TB12A	DR2TOT_L	DR2TB12A						
DR2TVC	DR2TOT_L	DR2TVC						
DR2TVD	DR2TOT_L	DR2TVD						
DR2TVK	DR2TOT_L	DR2TVK						
DR2TCALC	DR2TOT_L	DR2TCALC						
DR2TPHOS	DR2TOT_L	DR2TPHOS						
DR2TMAGN	DR2TOT_L	DR2TMAGN						
DR2TIRON	DR2TOT_L	DR2TIRON						
DR2TZINC	DR2TOT_L	DR2TZINC						
DR2TCOPP	DR2TOT_L	DR2TCOPP						
DR2TSODI	DR2TOT_L	DR2TSODI						
DR2TPOTA	DR2TOT_L	DR2TPOTA						
DR2TSELE	DR2TOT_L	DR2TSELE						
DR2TCAFF	DR2TOT_L	DR2TCAFF						
DR2TTHEO	DR2TOT_L	DR2TTHEO						
DR2TALCO	DR2TOT_L	DR2TALCO						
DR2TMOIS	DR2TOT_L	DR2TMOIS						
DR2TS040	DR2TOT_L	DR2TS040						
DR2TS060	DR2TOT_L	DR2TS060						
DR2TS080	DR2TOT_L	DR2TS080						
DR2TS100	DR2TOT_L	DR2TS100						
DR2TS120	DR2TOT_L	DR2TS120						
DR2TS140	DR2TOT_L	DR2TS140						
DR2TS160	DR2TOT_L	DR2TS160						
DR2TS180	DR2TOT_L	DR2TS180						
DR2TM161	DR2TOT_L	DR2TM161						
DR2TM181	DR2TOT_L	DR2TM181						
DR2TM201	DR2TOT_L	DR2TM201						
DR2TM221	DR2TOT_L	DR2TM221						
DR2TP182	DR2TOT_L	DR2TP182						
DR2TP183	DR2TOT_L	DR2TP183						
DR2TP184	DR2TOT_L	DR2TP184						
DR2TP204	DR2TOT_L	DR2TP204						
DR2TP205	DR2TOT_L	DR2TP205						
DR2TP225	DR2TOT_L	DR2TP225						
DR2TP226	DR2TOT_L	DR2TP226						
DR2_300	DR2TOT_L	DR2_300						
DR2_320Z	DR2TOT_L	DR2_320Z						
DR2_330Z	DR2TOT_L	DR2_330Z						
DR2BWATZ	DR2TOT_L	DR2BWATZ						
DR2TWSZ	DR2TOT_L	DR2TWSZ						
DRXFDCD	DRXFCD_L	DRXFDCD						
DRXFCSD	DRXFCD_L	DRXFCSD						
DRXFCLD	DRXFCD_L	DRXFCLD						
SEQN	DSQIDS_L	SEQN						
WTDRD1	DSQIDS_L	WTDRD1						
DSDPID	DSQIDS_L	DSDPID						
DSDSUPP	DSQIDS_L	DSDSUPP						
DSDANTA	DSQIDS_L	DSDANTA						
DSD070	DSQIDS_L	DSD070						
DSDMTCH	DSQIDS_L	DSDMTCH						
DSD103	DSQIDS_L	DSD103						
DSD122Q	DSQIDS_L	DSD122Q						
DSD122U	DSQIDS_L	DSD122U						
DSDACTSS	DSQIDS_L	DSDACTSS						
DSQIKCAL	DSQIDS_L	DSQIKCAL						
DSQIPROT	DSQIDS_L	DSQIPROT						
DSQICARB	DSQIDS_L	DSQICARB						
DSQISUGR	DSQIDS_L	DSQISUGR						
DSQIFIBE	DSQIDS_L	DSQIFIBE						
DSQITFAT	DSQIDS_L	DSQITFAT						
DSQISFAT	DSQIDS_L	DSQISFAT						
DSQIMFAT	DSQIDS_L	DSQIMFAT						
DSQIPFAT	DSQIDS_L	DSQIPFAT						
DSQICHOL	DSQIDS_L	DSQICHOL						
DSQILYCO	DSQIDS_L	DSQILYCO						
DSQILZ	DSQIDS_L	DSQILZ						
DSQIVB1	DSQIDS_L	DSQIVB1						
DSQIVB2	DSQIDS_L	DSQIVB2						
DSQINIAC	DSQIDS_L	DSQINIAC						
DSQIVB6	DSQIDS_L	DSQIVB6						
DSQIFA	DSQIDS_L	DSQIFA						
DSQIFDFE	DSQIDS_L	DSQIFDFE						
DSQICHL	DSQIDS_L	DSQICHL						
DSQIVB12	DSQIDS_L	DSQIVB12						
DSQIVC	DSQIDS_L	DSQIVC						
DSQIVK	DSQIDS_L	DSQIVK						
DSQIVD	DSQIDS_L	DSQIVD						
DSQICALC	DSQIDS_L	DSQICALC						
DSQIPHOS	DSQIDS_L	DSQIPHOS						
DSQIMAGN	DSQIDS_L	DSQIMAGN						
DSQIIRON	DSQIDS_L	DSQIIRON						
DSQIZINC	DSQIDS_L	DSQIZINC						
DSQICOPP	DSQIDS_L	DSQICOPP						
DSQISODI	DSQIDS_L	DSQISODI						
DSQIPOTA	DSQIDS_L	DSQIPOTA						
DSQISELE	DSQIDS_L	DSQISELE						
DSQICAFF	DSQIDS_L	DSQICAFF						
DSQIIODI	DSQIDS_L	DSQIIODI						
SEQN	DSQTOT_L	SEQN						
WTDRD1	DSQTOT_L	WTDRD1						
DSDCOUNT	DSQTOT_L	DSDCOUNT						
DSDANCNT	DSQTOT_L	DSDANCNT						
DSD010	DSQTOT_L	DSD010						
DSD010AN	DSQTOT_L	DSD010AN						
DSQTKCAL	DSQTOT_L	DSQTKCAL						
DSQTPROT	DSQTOT_L	DSQTPROT						
DSQTCARB	DSQTOT_L	DSQTCARB						
DSQTSUGR	DSQTOT_L	DSQTSUGR						
DSQTFIBE	DSQTOT_L	DSQTFIBE						
DSQTTFAT	DSQTOT_L	DSQTTFAT						
DSQTSFAT	DSQTOT_L	DSQTSFAT						
DSQTMFAT	DSQTOT_L	DSQTMFAT						
DSQTPFAT	DSQTOT_L	DSQTPFAT						
DSQTCHOL	DSQTOT_L	DSQTCHOL						
DSQTLYCO	DSQTOT_L	DSQTLYCO						
DSQTLZ	DSQTOT_L	DSQTLZ						
DSQTVB1	DSQTOT_L	DSQTVB1						
DSQTVB2	DSQTOT_L	DSQTVB2						
DSQTNIAC	DSQTOT_L	DSQTNIAC						
DSQTVB6	DSQTOT_L	DSQTVB6						
DSQTFA	DSQTOT_L	DSQTFA						
DSQTFDFE	DSQTOT_L	DSQTFDFE						
DSQTCHL	DSQTOT_L	DSQTCHL						
DSQTVB12	DSQTOT_L	DSQTVB12						
DSQTVC	DSQTOT_L	DSQTVC						
DSQTVK	DSQTOT_L	DSQTVK						
DSQTVD	DSQTOT_L	DSQTVD						
DSQTCALC	DSQTOT_L	DSQTCALC						
DSQTPHOS	DSQTOT_L	DSQTPHOS						
DSQTMAGN	DSQTOT_L	DSQTMAGN						
DSQTIRON	DSQTOT_L	DSQTIRON						
DSQTZINC	DSQTOT_L	DSQTZINC						
DSQTCOPP	DSQTOT_L	DSQTCOPP						
DSQTSODI	DSQTOT_L	DSQTSODI						
DSQTPOTA	DSQTOT_L	DSQTPOTA						
DSQTSELE	DSQTOT_L	DSQTSELE						
DSQTCAFF	DSQTOT_L	DSQTCAFF						
DSQTIODI	DSQTOT_L	DSQTIODI						
