"Variable"	"Table"	"CodeOrValue"	"ValueDescription"	"Count"	"Cumulative"	"SkipToItem"
"OPX1OD06"	"OPXFDT_D"	"10"	"p < 1%"	143	2529	
"OPX1OD06"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD07"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD07"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2162	2181	
"OPX1OD07"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	143	2324	
"OPX1OD07"	"OPXFDT_D"	"8"	"p < 5%"	61	2385	
"OPX1OD07"	"OPXFDT_D"	"9"	"p < 2%"	50	2435	
"OPX1OD07"	"OPXFDT_D"	"10"	"p < 1%"	94	2529	
"OPX1OD07"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD08"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD08"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2148	2167	
"OPX1OD08"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	150	2317	
"OPX1OD08"	"OPXFDT_D"	"8"	"p < 5%"	71	2388	
"OPX1OD08"	"OPXFDT_D"	"9"	"p < 2%"	37	2425	
"OPX1OD08"	"OPXFDT_D"	"10"	"p < 1%"	104	2529	
"OPX1OD08"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD09"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD09"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2080	2099	
"OPX1OD09"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	172	2271	
"OPX1OD09"	"OPXFDT_D"	"8"	"p < 5%"	86	2357	
"OPX1OD09"	"OPXFDT_D"	"9"	"p < 2%"	48	2405	
"OPX1OD09"	"OPXFDT_D"	"10"	"p < 1%"	124	2529	
"OPX1OD09"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD10"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD10"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2105	2124	
"OPX1OD10"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	162	2286	
"OPX1OD10"	"OPXFDT_D"	"8"	"p < 5%"	73	2359	
"OPX1OD10"	"OPXFDT_D"	"9"	"p < 2%"	56	2415	
"OPX1OD10"	"OPXFDT_D"	"10"	"p < 1%"	114	2529	
"OPX1OD10"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD11"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD11"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2176	2195	
"OPX1OD11"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	134	2329	
"OPX1OD11"	"OPXFDT_D"	"8"	"p < 5%"	67	2396	
"OPX1OD11"	"OPXFDT_D"	"9"	"p < 2%"	48	2444	
"OPX1OD11"	"OPXFDT_D"	"10"	"p < 1%"	85	2529	
"OPX1OD11"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD12"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD12"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2146	2165	
"OPX1OD12"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	168	2333	
"OPX1OD12"	"OPXFDT_D"	"8"	"p < 5%"	71	2404	
"OPX1OD12"	"OPXFDT_D"	"9"	"p < 2%"	33	2437	
"OPX1OD12"	"OPXFDT_D"	"10"	"p < 1%"	92	2529	
"OPX1OD12"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD13"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD13"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2165	2184	
"OPX1OD13"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	135	2319	
"OPX1OD13"	"OPXFDT_D"	"8"	"p < 5%"	81	2400	
"OPX1OD13"	"OPXFDT_D"	"9"	"p < 2%"	43	2443	
"OPX1OD13"	"OPXFDT_D"	"10"	"p < 1%"	86	2529	
"OPX1OD13"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD14"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD14"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2166	2185	
"OPX1OD14"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	143	2328	
"OPX1OD14"	"OPXFDT_D"	"8"	"p < 5%"	71	2399	
"OPX1OD14"	"OPXFDT_D"	"9"	"p < 2%"	38	2437	
"OPX1OD14"	"OPXFDT_D"	"10"	"p < 1%"	92	2529	
"OPX1OD14"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD15"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD15"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2160	2179	
"OPX1OD15"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	162	2341	
"OPX1OD15"	"OPXFDT_D"	"8"	"p < 5%"	66	2407	
"OPX1OD15"	"OPXFDT_D"	"9"	"p < 2%"	39	2446	
"OPX1OD15"	"OPXFDT_D"	"10"	"p < 1%"	83	2529	
"OPX1OD15"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD16"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD16"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2136	2155	
"OPX1OD16"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	151	2306	
"OPX1OD16"	"OPXFDT_D"	"8"	"p < 5%"	93	2399	
"OPX1OD16"	"OPXFDT_D"	"9"	"p < 2%"	41	2440	
"OPX1OD16"	"OPXFDT_D"	"10"	"p < 1%"	89	2529	
"OPX1OD16"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD17"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD17"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2146	2165	
"OPX1OD17"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	154	2319	
"OPX1OD17"	"OPXFDT_D"	"8"	"p < 5%"	77	2396	
"OPX1OD17"	"OPXFDT_D"	"9"	"p < 2%"	38	2434	
"OPX1OD17"	"OPXFDT_D"	"10"	"p < 1%"	95	2529	
"OPX1OD17"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD18"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD18"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2141	2160	
"OPX1OD18"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	158	2318	
"OPX1OD18"	"OPXFDT_D"	"8"	"p < 5%"	61	2379	
"OPX1OD18"	"OPXFDT_D"	"9"	"p < 2%"	51	2430	
"OPX1OD18"	"OPXFDT_D"	"10"	"p < 1%"	99	2529	
"OPX1OD18"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD19"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD19"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2140	2159	
"OPX1OD19"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	152	2311	
"OPX1OD19"	"OPXFDT_D"	"8"	"p < 5%"	74	2385	
"OPX1OD19"	"OPXFDT_D"	"9"	"p < 2%"	41	2426	
"OPX1OD19"	"OPXFDT_D"	"10"	"p < 1%"	103	2529	
"OPX1OD19"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OD20"	"OPXFDT_D"	"0"	"None"	19	19	
"OPX1OD20"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2164	2183	
"OPX1OD20"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	143	2326	
"OPX1OD20"	"OPXFDT_D"	"8"	"p < 5%"	65	2391	
"OPX1OD20"	"OPXFDT_D"	"9"	"p < 2%"	30	2421	
"OPX1OD20"	"OPXFDT_D"	"10"	"p < 1%"	108	2529	
"OPX1OD20"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OSBS"	"OPXFDT_D"	"0"	"Test not performed"	21	21	
"OPX1OSBS"	"OPXFDT_D"	"1"	"0/3"	2107	2128	
"OPX1OSBS"	"OPXFDT_D"	"2"	"1/3"	297	2425	
"OPX1OSBS"	"OPXFDT_D"	"3"	"2/3"	72	2497	
"OPX1OSBS"	"OPXFDT_D"	"4"	"3/3"	32	2529	
"OPX1OSBS"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OSFP"	"OPXFDT_D"	"0"	"Test not performed"	21	21	
"OPX1OSFP"	"OPXFDT_D"	"1"	"0/3"	2231	2252	
"OPX1OSFP"	"OPXFDT_D"	"2"	"1/3"	213	2465	
"OPX1OSFP"	"OPXFDT_D"	"3"	"2/3"	46	2511	
"OPX1OSFP"	"OPXFDT_D"	"4"	"3/3"	18	2529	
"OPX1OSFP"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OSTN"	"OPXFDT_D"	"0"	"No noted lack of fixation"	2374	2374	
"OPX1OSTN"	"OPXFDT_D"	"1"	"Technician noted lack of fixation"	155	2529	
"OPX1OSTN"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS00"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS00"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2131	2152	
"OPX1OS00"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	141	2293	
"OPX1OS00"	"OPXFDT_D"	"8"	"p < 5%"	87	2380	
"OPX1OS00"	"OPXFDT_D"	"9"	"p < 2%"	41	2421	
"OPX1OS00"	"OPXFDT_D"	"10"	"p < 1%"	108	2529	
"OPX1OS00"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS01"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS01"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2139	2160	
"OPX1OS01"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	150	2310	
"OPX1OS01"	"OPXFDT_D"	"8"	"p < 5%"	68	2378	
"OPX1OS01"	"OPXFDT_D"	"9"	"p < 2%"	33	2411	
"OPX1OS01"	"OPXFDT_D"	"10"	"p < 1%"	118	2529	
"OPX1OS01"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS02"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS02"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2148	2169	
"OPX1OS02"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	164	2333	
"OPX1OS02"	"OPXFDT_D"	"8"	"p < 5%"	67	2400	
"OPX1OS02"	"OPXFDT_D"	"9"	"p < 2%"	45	2445	
"OPX1OS02"	"OPXFDT_D"	"10"	"p < 1%"	84	2529	
"OPX1OS02"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS03"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS03"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2075	2096	
"OPX1OS03"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	190	2286	
"OPX1OS03"	"OPXFDT_D"	"8"	"p < 5%"	81	2367	
"OPX1OS03"	"OPXFDT_D"	"9"	"p < 2%"	56	2423	
"OPX1OS03"	"OPXFDT_D"	"10"	"p < 1%"	106	2529	
"OPX1OS03"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS04"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS04"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2068	2089	
"OPX1OS04"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	177	2266	
"OPX1OS04"	"OPXFDT_D"	"8"	"p < 5%"	90	2356	
"OPX1OS04"	"OPXFDT_D"	"9"	"p < 2%"	54	2410	
"OPX1OS04"	"OPXFDT_D"	"10"	"p < 1%"	119	2529	
"OPX1OS04"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS05"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS05"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	1957	1978	
"OPX1OS05"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	192	2170	
"OPX1OS05"	"OPXFDT_D"	"8"	"p < 5%"	131	2301	
"OPX1OS05"	"OPXFDT_D"	"9"	"p < 2%"	77	2378	
"OPX1OS05"	"OPXFDT_D"	"10"	"p < 1%"	151	2529	
"OPX1OS05"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS06"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS06"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2033	2054	
"OPX1OS06"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	171	2225	
"OPX1OS06"	"OPXFDT_D"	"8"	"p < 5%"	107	2332	
"OPX1OS06"	"OPXFDT_D"	"9"	"p < 2%"	66	2398	
"OPX1OS06"	"OPXFDT_D"	"10"	"p < 1%"	131	2529	
"OPX1OS06"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS07"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS07"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2102	2123	
"OPX1OS07"	"OPXFDT_D"	"7"	"p >= 5% 2nd presentation"	165	2288	
"OPX1OS07"	"OPXFDT_D"	"8"	"p < 5%"	102	2390	
"OPX1OS07"	"OPXFDT_D"	"9"	"p < 2%"	43	2433	
"OPX1OS07"	"OPXFDT_D"	"10"	"p < 1%"	96	2529	
"OPX1OS07"	"OPXFDT_D"	"."	"Missing"	405	2934	
"OPX1OS08"	"OPXFDT_D"	"0"	"None"	21	21	
"OPX1OS08"	"OPXFDT_D"	"6"	"p >= 5% 1st presentation"	2061	2082	
