Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
DR1MC	DR1IFF_G	Modification code	Modification code		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IGRMS	DR1IFF_G	Grams	Gram weight of the food/individual component		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IKCAL	DR1IFF_G	Energy (kcal)	Energy (kcal)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPROT	DR1IFF_G	Protein (gm)	Protein (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICARB	DR1IFF_G	Carbohydrate (gm)	Carbohydrate (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISUGR	DR1IFF_G	Total sugars (gm)	Total sugars (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFIBE	DR1IFF_G	Dietary fiber (gm)	Dietary fiber (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ITFAT	DR1IFF_G	Total fat (gm)	Total fat (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1ISFAT	DR1IFF_G	Total saturated fatty acids (gm)	Total saturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMFAT	DR1IFF_G	Total monounsaturated fatty acids (gm)	Total monounsaturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPFAT	DR1IFF_G	Total polyunsaturated fatty acids (gm)	Total polyunsaturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICHOL	DR1IFF_G	Cholesterol (mg)	Cholesterol (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IATOC	DR1IFF_G	Vitamin E as alpha-tocopherol (mg)	Vitamin E as alpha-tocopherol (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IATOA	DR1IFF_G	Added alpha-tocopherol (Vitamin E) (mg)	Added alpha-tocopherol (Vitamin E) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IRET	DR1IFF_G	Retinol (mcg)	Retinol (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVARA	DR1IFF_G	Vitamin A RAE (mcg)	Vitamin A as retinol activity equivalents (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IACAR	DR1IFF_G	Alpha-carotene (mcg)	Alpha-carotene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IBCAR	DR1IFF_G	Beta-carotene (mcg)	Beta-carotene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICRYP	DR1IFF_G	Beta-cryptoxanthin (mcg)	Beta-cryptoxanthin (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ILYCO	DR1IFF_G	Lycopene (mcg)	Lycopene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ILZ	DR1IFF_G	Lutein + zeaxanthin (mcg)	Lutein + zeaxanthin (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB1	DR1IFF_G	Thiamin (Vitamin B1) (mg)	Thiamin (Vitamin B1) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB2	DR1IFF_G	Riboflavin (Vitamin B2) (mg)	Riboflavin (Vitamin B2) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1INIAC	DR1IFF_G	Niacin (mg)	Niacin (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB6	DR1IFF_G	Vitamin B6 (mg)	Vitamin B6 (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFOLA	DR1IFF_G	Total folate (mcg)	Total folate (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IFA	DR1IFF_G	Folic acid (mcg)	Folic acid (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFF	DR1IFF_G	Food folate (mcg)	Food folate (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFDFE	DR1IFF_G	Folate DFE (mcg)	Folate as dietary folate equivalents (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1ICHL	DR1IFF_G	Total choline (mg)	Total choline (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB12	DR1IFF_G	Vitamin B12 (mcg)	Vitamin B12 (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IB12A	DR1IFF_G	Added vitamin B12 (mcg)	Added vitamin B12 (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVC	DR1IFF_G	Vitamin C (mg)	Vitamin C (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVD	DR1IFF_G	Vitamin D (D2 + D3) (mcg)	Vitamin D (D2 + D3) (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVK	DR1IFF_G	Vitamin K (mcg)	Vitamin K (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICALC	DR1IFF_G	Calcium (mg)	Calcium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPHOS	DR1IFF_G	Phosphorus (mg)	Phosphorus (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMAGN	DR1IFF_G	Magnesium (mg)	Magnesium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IIRON	DR1IFF_G	Iron (mg)	Iron (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IZINC	DR1IFF_G	Zinc (mg)	Zinc (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICOPP	DR1IFF_G	Copper (mg)	Copper (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISODI	DR1IFF_G	Sodium (mg)	Sodium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPOTA	DR1IFF_G	Potassium (mg)	Potassium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISELE	DR1IFF_G	Selenium (mcg)	Selenium (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICAFF	DR1IFF_G	Caffeine (mg)	Caffeine (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ITHEO	DR1IFF_G	Theobromine (mg)	Theobromine (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IALCO	DR1IFF_G	Alcohol (gm)	Alcohol (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMOIS	DR1IFF_G	Moisture (gm)	Moisture (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IS040	DR1IFF_G	SFA 4:0 (Butanoic) (gm)	SFA 4:0 (Butanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS060	DR1IFF_G	SFA 6:0 (Hexanoic) (gm)	SFA 6:0 (Hexanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS080	DR1IFF_G	SFA 8:0 (Octanoic) (gm)	SFA 8:0 (Octanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS100	DR1IFF_G	SFA 10:0 (Decanoic) (gm)	SFA 10:0 (Decanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS120	DR1IFF_G	SFA 12:0 (Dodecanoic) (gm)	SFA 12:0 (Dodecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS140	DR1IFF_G	SFA 14:0 (Tetradecanoic) (gm)	SFA 14:0 (Tetradecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS160	DR1IFF_G	SFA 16:0 (Hexadecanoic) (gm)	SFA 16:0 (Hexadecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS180	DR1IFF_G	SFA 18:0 (Octadecanoic) (gm)	SFA 18:0 (Octadecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM161	DR1IFF_G	MFA 16:1 (Hexadecenoic) (gm)	MFA 16:1 (Hexadecenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM181	DR1IFF_G	MFA 18:1 (Octadecenoic) (gm)	MFA 18:1 (Octadecenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM201	DR1IFF_G	MFA 20:1 (Eicosenoic) (gm)	MFA 20:1 (Eicosenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM221	DR1IFF_G	MFA 22:1 (Docosenoic) (gm)	MFA 22:1 (Docosenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IP182	DR1IFF_G	PFA 18:2 (Octadecadienoic) (gm)	PFA 18:2 (Octadecadienoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP183	DR1IFF_G	PFA 18:3 (Octadecatrienoic) (gm)	PFA 18:3 (Octadecatrienoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP184	DR1IFF_G	PFA 18:4 (Octadecatetraenoic) (gm)	PFA 18:4 (Octadecatetraenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP204	DR1IFF_G	PFA 20:4 (Eicosatetraenoic) (gm)	PFA 20:4 (Eicosatetraenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP205	DR1IFF_G	PFA 20:5 (Eicosapentaenoic) (gm)	PFA 20:5 (Eicosapentaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP225	DR1IFF_G	PFA 22:5 (Docosapentaenoic) (gm)	PFA 22:5 (Docosapentaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP226	DR1IFF_G	PFA 22:6 (Docosahexaenoic) (gm)	PFA 22:6 (Docosahexaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
SEQN	DR1IFF_H	Respondent sequence number	Respondent sequence number.	One of the key variables for the file. The primary key variables are SEQN and DR1ILINE.	Both males and females 0 YEARS - 150 YEARS		FALSE	False
WTDRD1	DR1IFF_H	Dietary day one sample weight	Dietary day one sample weight		Both males and females 0 YEARS - 150 YEARS		FALSE	False
WTDR2D	DR1IFF_H	Dietary two-day sample weight	Dietary two-day sample weight		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1ILINE	DR1IFF_H	Food/Individual component number	Food/Individual component number	One of the key variables for the file. The primary key variables are SEQN and DR1ILINE.	Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1DRSTZ	DR1IFF_H	Dietary recall status	Dietary recall status		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1EXMER	DR1IFF_H	Interviewer ID code	Interviewer ID code		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DRABF	DR1IFF_H	Breast-fed infant (either day)	Indicates whether the sample person was an infant who was breast-fed on either of the two recall   days. 		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DRDINT	DR1IFF_H	Number of days of intake	Indicates whether the sample person has intake data for one or two days.		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1DBIH	DR1IFF_H	# of days b/w intake and HH interview	Number of days between intake day and the day of family questionnaire administered in the household.		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1DAY	DR1IFF_H	Intake day of the week	Intake day of the week		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1LANG	DR1IFF_H	Language respondent used mostly	The respondent spoke mostly:		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1CCMNM	DR1IFF_H	Combination food number	Combination food number (sequential number)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1CCMTX	DR1IFF_H	Combination food type	Combination food type		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1_020	DR1IFF_H	Time of eating occasion (HH:MM)	What time did you begin to eat/drink the meal/food?	Format HHMM6.	Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1_030Z	DR1IFF_H	Name of eating occasion	Name of eating occasion		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1FS	DR1IFF_H	Source of food	Where did you get (this/most of the ingredients for this) {FOODNAME}?		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1_040Z	DR1IFF_H	Did you eat this meal at home?	Did you eat this meal at home?		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IFDCD	DR1IFF_H	USDA food code	USDA food code		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IGRMS	DR1IFF_H	Grams	Gram weight of the food/individual component		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IKCAL	DR1IFF_H	Energy (kcal)	Energy (kcal)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPROT	DR1IFF_H	Protein (gm)	Protein (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICARB	DR1IFF_H	Carbohydrate (gm)	Carbohydrate (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISUGR	DR1IFF_H	Total sugars (gm)	Total sugars (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFIBE	DR1IFF_H	Dietary fiber (gm)	Dietary fiber (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ITFAT	DR1IFF_H	Total fat (gm)	Total fat (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1ISFAT	DR1IFF_H	Total saturated fatty acids (gm)	Total saturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMFAT	DR1IFF_H	Total monounsaturated fatty acids (gm)	Total monounsaturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPFAT	DR1IFF_H	Total polyunsaturated fatty acids (gm)	Total polyunsaturated fatty acids (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICHOL	DR1IFF_H	Cholesterol (mg)	Cholesterol (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IATOC	DR1IFF_H	Vitamin E as alpha-tocopherol (mg)	Vitamin E as alpha-tocopherol (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IATOA	DR1IFF_H	Added alpha-tocopherol (Vitamin E) (mg)	Added alpha-tocopherol (Vitamin E) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IRET	DR1IFF_H	Retinol (mcg)	Retinol (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVARA	DR1IFF_H	Vitamin A RAE (mcg)	Vitamin A as retinol activity equivalents (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IACAR	DR1IFF_H	Alpha-carotene (mcg)	Alpha-carotene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IBCAR	DR1IFF_H	Beta-carotene (mcg)	Beta-carotene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICRYP	DR1IFF_H	Beta-cryptoxanthin (mcg)	Beta-cryptoxanthin (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ILYCO	DR1IFF_H	Lycopene (mcg)	Lycopene (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ILZ	DR1IFF_H	Lutein + zeaxanthin (mcg)	Lutein + zeaxanthin (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB1	DR1IFF_H	Thiamin (Vitamin B1) (mg)	Thiamin (Vitamin B1) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB2	DR1IFF_H	Riboflavin (Vitamin B2) (mg)	Riboflavin (Vitamin B2) (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1INIAC	DR1IFF_H	Niacin (mg)	Niacin (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB6	DR1IFF_H	Vitamin B6 (mg)	Vitamin B6 (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFOLA	DR1IFF_H	Total folate (mcg)	Total folate (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IFA	DR1IFF_H	Folic acid (mcg)	Folic acid (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFF	DR1IFF_H	Food folate (mcg)	Food folate (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IFDFE	DR1IFF_H	Folate DFE (mcg)	Folate as dietary folate equivalents (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1ICHL	DR1IFF_H	Total choline (mg)	Total choline (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVB12	DR1IFF_H	Vitamin B12 (mcg)	Vitamin B12 (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IB12A	DR1IFF_H	Added vitamin B12 (mcg)	Added vitamin B12 (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVC	DR1IFF_H	Vitamin C (mg)	Vitamin C (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVD	DR1IFF_H	Vitamin D (D2 + D3) (mcg)	Vitamin D (D2 + D3) (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IVK	DR1IFF_H	Vitamin K (mcg)	Vitamin K (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICALC	DR1IFF_H	Calcium (mg)	Calcium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPHOS	DR1IFF_H	Phosphorus (mg)	Phosphorus (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMAGN	DR1IFF_H	Magnesium (mg)	Magnesium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IIRON	DR1IFF_H	Iron (mg)	Iron (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IZINC	DR1IFF_H	Zinc (mg)	Zinc (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICOPP	DR1IFF_H	Copper (mg)	Copper (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISODI	DR1IFF_H	Sodium (mg)	Sodium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IPOTA	DR1IFF_H	Potassium (mg)	Potassium (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ISELE	DR1IFF_H	Selenium (mcg)	Selenium (mcg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ICAFF	DR1IFF_H	Caffeine (mg)	Caffeine (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1ITHEO	DR1IFF_H	Theobromine (mg)	Theobromine (mg)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IALCO	DR1IFF_H	Alcohol (gm)	Alcohol (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IMOIS	DR1IFF_H	Moisture (gm)	Moisture (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IS040	DR1IFF_H	SFA 4:0 (Butanoic) (gm)	SFA 4:0 (Butanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS060	DR1IFF_H	SFA 6:0 (Hexanoic) (gm)	SFA 6:0 (Hexanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS080	DR1IFF_H	SFA 8:0 (Octanoic) (gm)	SFA 8:0 (Octanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS100	DR1IFF_H	SFA 10:0 (Decanoic) (gm)	SFA 10:0 (Decanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS120	DR1IFF_H	SFA 12:0 (Dodecanoic) (gm)	SFA 12:0 (Dodecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS140	DR1IFF_H	SFA 14:0 (Tetradecanoic) (gm)	SFA 14:0 (Tetradecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS160	DR1IFF_H	SFA 16:0 (Hexadecanoic) (gm)	SFA 16:0 (Hexadecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IS180	DR1IFF_H	SFA 18:0 (Octadecanoic) (gm)	SFA 18:0 (Octadecanoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM161	DR1IFF_H	MFA 16:1 (Hexadecenoic) (gm)	MFA 16:1 (Hexadecenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM181	DR1IFF_H	MFA 18:1 (Octadecenoic) (gm)	MFA 18:1 (Octadecenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM201	DR1IFF_H	MFA 20:1 (Eicosenoic) (gm)	MFA 20:1 (Eicosenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IM221	DR1IFF_H	MFA 22:1 (Docosenoic) (gm)	MFA 22:1 (Docosenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IP182	DR1IFF_H	PFA 18:2 (Octadecadienoic) (gm)	PFA 18:2 (Octadecadienoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP183	DR1IFF_H	PFA 18:3 (Octadecatrienoic) (gm)	PFA 18:3 (Octadecatrienoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP184	DR1IFF_H	PFA 18:4 (Octadecatetraenoic) (gm)	PFA 18:4 (Octadecatetraenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP204	DR1IFF_H	PFA 20:4 (Eicosatetraenoic) (gm)	PFA 20:4 (Eicosatetraenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP205	DR1IFF_H	PFA 20:5 (Eicosapentaenoic) (gm)	PFA 20:5 (Eicosapentaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP225	DR1IFF_H	PFA 22:5 (Docosapentaenoic) (gm)	PFA 22:5 (Docosapentaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1IP226	DR1IFF_H	PFA 22:6 (Docosahexaenoic) (gm)	PFA 22:6 (Docosahexaenoic) (gm)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
SEQN	DR1IFF_I	Respondent sequence number	Respondent sequence number.	One of the key variables for the file. The primary key variables are SEQN and DR1ILINE.	Both males and females 0 YEARS - 150 YEARS		FALSE	False
WTDRD1	DR1IFF_I	Dietary day one sample weight	Dietary day one sample weight		Both males and females 0 YEARS - 150 YEARS		FALSE	False
WTDR2D	DR1IFF_I	Dietary two-day sample weight	Dietary two-day sample weight		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1ILINE	DR1IFF_I	Food/Individual component number	Food/Individual component number	One of the key variables for the file. The primary key variables are SEQN and DR1ILINE.	Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1DRSTZ	DR1IFF_I	Dietary recall status	Dietary recall status		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1EXMER	DR1IFF_I	Interviewer ID code	Interviewer ID code		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DRABF	DR1IFF_I	Breast-fed infant (either day)	Indicates whether the sample person was an infant who was breast-fed on either of the two recall   days. 		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DRDINT	DR1IFF_I	Number of days of intake	Indicates whether the sample person has intake data for one or two days.		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1DBIH	DR1IFF_I	# of days b/w intake and HH interview	Number of days between intake day and the day of family questionnaire administered in the household.		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1DAY	DR1IFF_I	Intake day of the week	Intake day of the week		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1LANG	DR1IFF_I	Language respondent used mostly	The respondent spoke mostly:		Both males and females 0 YEARS - 150 YEARS		FALSE	False
DR1CCMNM	DR1IFF_I	Combination food number	Combination food number (sequential number)		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1CCMTX	DR1IFF_I	Combination food type	Combination food type		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1_020	DR1IFF_I	Time of eating occasion (HH:MM)	What time did you begin to eat/drink the meal/food?	Format HHMM6.	Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1_030Z	DR1IFF_I	Name of eating occasion	Name of eating occasion		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1FS	DR1IFF_I	Source of food	Where did you get (this/most of the ingredients for this) {FOODNAME}?		Both males and females 0 YEARS - 150 YEARS		TRUE	True
DR1_040Z	DR1IFF_I	Did you eat this meal at home?	Did you eat this meal at home?		Both males and females 0 YEARS - 150 YEARS		TRUE	False
DR1IFDCD	DR1IFF_I	USDA food code	USDA food code		Both males and females 0 YEARS - 150 YEARS		TRUE	True
